Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
0.071296296,21:48:18,245,245.908542,0.059127,0.167352,0.239939,-999,-999,0.405159,-999,-999,-999,-999,-999,-999,-999,-999,0.691924,-999,-999,0.82375,-999,-999,0.957915,1.019895,1.772845,-999,-999,-999,-999,-999,-999,-999,0.000816,0.001019,0.002691,-999,-999,0.005951,-999,-999,-999,-999,-999,-999,-999,-999,0.009642,-999,-999,0.015217,-999,-999,0.008265,0.013947,0.007542,-999,-999,-999,-999,-999,-999,-999,1.819989,1.177558,1.678522,1.909016,0.848959,-999,lev15,959,Monterey,36.59255,-121.854867,50,36.801763,1.247897,22.2,297.754626,0.165578,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,21:53:18,245,245.912014,0.064344,0.171245,0.242765,-999,-999,0.407039,-999,-999,-999,-999,-999,-999,-999,-999,0.69296,-999,-999,0.823287,-999,-999,0.952333,1.012184,1.774009,-999,-999,-999,-999,-999,-999,-999,0.008439,0.008418,0.007179,-999,-999,0.000963,-999,-999,-999,-999,-999,-999,-999,-999,0.011488,-999,-999,0.011233,-999,-999,0.026011,0.029731,0.043005,-999,-999,-999,-999,-999,-999,-999,1.802884,1.150642,1.666708,1.890821,0.820892,-999,lev15,959,Monterey,36.59255,-121.854867,50,37.521756,1.25981,22.3,297.753488,0.165578,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,21:58:18,245,245.915486,0.064091,0.178202,0.253244,-999,-999,0.426558,-999,-999,-999,-999,-999,-999,-999,-999,0.722108,-999,-999,0.861017,-999,-999,0.99043,1.052168,1.767385,-999,-999,-999,-999,-999,-999,-999,0.003047,0.009139,0.00921,-999,-999,0.011552,-999,-999,-999,-999,-999,-999,-999,-999,0.01759,-999,-999,0.022512,-999,-999,0.033972,0.040003,0.0248,-999,-999,-999,-999,-999,-999,-999,1.803064,1.14263,1.659445,1.888382,0.796239,-999,lev15,959,Monterey,36.59255,-121.854867,50,38.261489,1.2725,22.5,297.752351,0.165578,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,22:03:18,245,245.918958,0.060928,0.16775,0.237922,-999,-999,0.401198,-999,-999,-999,-999,-999,-999,-999,-999,0.683661,-999,-999,0.812746,-999,-999,0.945555,1.007091,1.778287,-999,-999,-999,-999,-999,-999,-999,0.002806,0.006062,0.00963,-999,-999,0.017464,-999,-999,-999,-999,-999,-999,-999,-999,0.033782,-999,-999,0.037408,-999,-999,0.045037,0.045628,0.020045,-999,-999,-999,-999,-999,-999,-999,1.812758,1.174197,1.670276,1.90254,0.852147,-999,lev15,959,Monterey,36.59255,-121.854867,50,39.019781,1.286,22.5,297.751214,0.165578,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,22:33:18,245,245.939792,0.076153,0.222356,0.319109,-999,-999,0.544814,-999,-999,-999,-999,-999,-999,-999,-999,0.934242,-999,-999,1.114568,-999,-999,1.294482,1.380649,1.819515,-999,-999,-999,-999,-999,-999,-999,0.000644,0.002558,0.001858,-999,-999,0.004928,-999,-999,-999,-999,-999,-999,-999,-999,0.008172,-999,-999,0.009066,-999,-999,0.018359,0.021871,0.010149,-999,-999,-999,-999,-999,-999,-999,1.844025,1.180324,1.692816,1.935887,0.850273,-999,lev15,959,Monterey,36.59255,-121.854867,50,43.900475,1.386331,21.9,297.74439,0.165579,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,22:38:18,245,245.943264,0.073029,0.214597,0.307604,-999,-999,0.525804,-999,-999,-999,-999,-999,-999,-999,-999,0.902565,-999,-999,1.077899,-999,-999,1.252388,1.335917,1.808147,-999,-999,-999,-999,-999,-999,-999,0.000856,0.002996,0.003747,-999,-999,0.004373,-999,-999,-999,-999,-999,-999,-999,-999,0.001922,-999,-999,0.005743,-999,-999,0.005795,0.007402,0.003777,-999,-999,-999,-999,-999,-999,-999,1.848549,1.185474,1.69738,1.939887,0.852341,-999,lev15,959,Monterey,36.59255,-121.854867,50,44.760454,1.406743,21.9,297.743252,0.165579,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,22:58:17,245,245.957141,0.082907,0.250793,0.36328,-999,-999,0.628448,-999,-999,-999,-999,-999,-999,-999,-999,1.087296,-999,-999,1.299398,-999,-999,1.513852,1.615409,1.818288,-999,-999,-999,-999,-999,-999,-999,0.001238,0.00341,0.005198,-999,-999,0.009888,-999,-999,-999,-999,-999,-999,-999,-999,0.018601,-999,-999,0.02161,-999,-999,0.026785,0.026345,0.010589,-999,-999,-999,-999,-999,-999,-999,1.878895,1.197979,1.718486,1.975433,0.864821,-999,lev15,959,Monterey,36.59255,-121.854867,50,48.301916,1.501253,21.8,297.738707,0.165579,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:03:17,245,245.960613,0.081221,0.244428,0.353379,-999,-999,0.610432,-999,-999,-999,-999,-999,-999,-999,-999,1.056691,-999,-999,1.264428,-999,-999,1.473356,1.573619,1.830236,-999,-999,-999,-999,-999,-999,-999,0.001683,0.006446,0.008878,-999,-999,0.015447,-999,-999,-999,-999,-999,-999,-999,-999,0.022867,-999,-999,0.030507,-999,-999,0.020915,0.020205,0.019445,-999,-999,-999,-999,-999,-999,-999,1.879303,1.20309,1.72226,1.973882,0.868831,-999,lev15,959,Monterey,36.59255,-121.854867,50,49.210932,1.528562,21.7,297.737569,0.165579,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:08:17,245,245.964086,0.084043,0.252538,0.36551,-999,-999,0.631046,-999,-999,-999,-999,-999,-999,-999,-999,1.093595,-999,-999,1.307984,-999,-999,1.527235,1.631829,1.83751,-999,-999,-999,-999,-999,-999,-999,0.001274,0.003381,0.006026,-999,-999,0.010632,-999,-999,-999,-999,-999,-999,-999,-999,0.018586,-999,-999,0.021461,-999,-999,0.028555,0.031193,0.018879,-999,-999,-999,-999,-999,-999,-999,1.880031,1.209077,1.724184,1.975007,0.878726,-999,lev15,959,Monterey,36.59255,-121.854867,50,50.127962,1.557537,21.6,297.736432,0.165579,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:17:19,245,245.970359,0.080076,0.240129,0.344465,-999,-999,0.592527,-999,-999,-999,-999,-999,-999,-999,-999,1.025187,-999,-999,1.226509,-999,-999,1.432957,1.532663,1.844777,-999,-999,-999,-999,-999,-999,-999,0.000642,0.002233,0.00207,-999,-999,0.003481,-999,-999,-999,-999,-999,-999,-999,-999,0.004604,-999,-999,0.007091,-999,-999,0.008223,0.012731,0.005753,-999,-999,-999,-999,-999,-999,-999,1.872652,1.212286,1.720666,1.965576,0.884938,-999,lev15,959,Monterey,36.59255,-121.854867,50,51.803397,1.614501,21.8,297.734377,0.16558,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:26:38,245,245.976829,0.079349,0.234582,0.335486,-999,-999,0.575006,-999,-999,-999,-999,-999,-999,-999,-999,0.991608,-999,-999,1.186325,-999,-999,1.384634,1.482644,1.854808,-999,-999,-999,-999,-999,-999,-999,0.001386,0.002013,0.003272,-999,-999,0.004751,-999,-999,-999,-999,-999,-999,-999,-999,0.00589,-999,-999,0.007734,-999,-999,0.00694,0.00785,0.008698,-999,-999,-999,-999,-999,-999,-999,1.862134,1.208564,1.712391,1.953179,0.885009,-999,lev15,959,Monterey,36.59255,-121.854867,50,53.554036,1.680223,21.6,297.732258,0.16558,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:40:25,245,245.9864,0.082057,0.244757,0.350618,-999,-999,0.601256,-999,-999,-999,-999,-999,-999,-999,-999,1.03686,-999,-999,1.242254,-999,-999,1.446618,1.547784,1.852568,-999,-999,-999,-999,-999,-999,-999,0.00011,0.003176,0.006888,-999,-999,0.012121,-999,-999,-999,-999,-999,-999,-999,-999,0.02225,-999,-999,0.025925,-999,-999,0.031445,0.033868,0.032621,-999,-999,-999,-999,-999,-999,-999,1.864383,1.205211,1.715111,1.954061,0.872763,-999,lev15,959,Monterey,36.59255,-121.854867,50,56.180354,1.792772,21,297.729122,0.16558,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:53:17,245,245.995336,0.075,0.220987,0.316344,-999,-999,0.54123,-999,-999,-999,-999,-999,-999,-999,-999,0.932498,-999,-999,1.117435,-999,-999,1.30451,1.398999,1.861033,-999,-999,-999,-999,-999,-999,-999,0.0017,0.004183,0.006589,-999,-999,0.009701,-999,-999,-999,-999,-999,-999,-999,-999,0.017394,-999,-999,0.021174,-999,-999,0.022423,0.023211,0.015325,-999,-999,-999,-999,-999,-999,-999,1.859955,1.215153,1.713198,1.948339,0.891559,-999,lev15,959,Monterey,36.59255,-121.854867,50,58.664976,1.917946,20.5,297.726196,0.16558,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.071296296,23:58:17,245,245.998808,0.076099,0.224449,0.321934,-999,-999,0.550501,-999,-999,-999,-999,-999,-999,-999,-999,0.94862,-999,-999,1.135497,-999,-999,1.328739,1.424835,1.888361,-999,-999,-999,-999,-999,-999,-999,0.000678,0.001992,0.003123,-999,-999,0.005089,-999,-999,-999,-999,-999,-999,-999,-999,0.008551,-999,-999,0.01108,-999,-999,0.014367,0.015095,0.004075,-999,-999,-999,-999,-999,-999,-999,1.85831,1.220045,1.711477,1.947701,0.900878,-999,lev15,959,Monterey,36.59255,-121.854867,50,59.637813,1.972879,20.4,297.725058,0.165581,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.112962963,0:02:12,246,246.001528,0.078172,0.232267,0.333532,-999,-999,0.571681,-999,-999,-999,-999,-999,-999,-999,-999,0.985499,-999,-999,1.179666,-999,-999,1.379376,1.480328,1.881761,-999,-999,-999,-999,-999,-999,-999,0.000252,0.00099,0.001564,-999,-999,0.001784,-999,-999,-999,-999,-999,-999,-999,-999,0.004564,-999,-999,0.004654,-999,-999,0.007591,0.009471,0.003835,-999,-999,-999,-999,-999,-999,-999,1.862128,1.217292,1.712488,1.952544,0.900735,-999,lev15,959,Monterey,36.59255,-121.854867,50,60.40241,2.018717,20.4,297.724167,0.165581,0.237962963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
